iter	Passed	Remaining
574	9903	162306
575	9920	162288
576	9937	162270
577	9955	162264
578	9972	162242
579	9988	162206
580	10005	162186
581	10022	162171
582	10039	162143
583	10057	162141
584	10073	162098
585	10090	162080
586	10107	162065
587	10124	162046
588	10142	162043
589	10159	162013
590	10175	161983
591	10193	161974
592	10209	161942
593	10227	161929
594	10243	161898
595	10259	161866
596	10276	161834
597	10293	161821
598	10309	161786
599	10326	161770
600	10344	161758
601	10361	161739
602	10378	161717
603	10394	161689
604	10411	161662
605	10429	161663
606	10446	161641
607	10464	161628
608	10480	161602
609	10497	161570
610	10514	161555
611	10532	161557
612	10551	161555
613	10568	161545
614	10587	161544
615	10604	161523
616	10620	161498
617	10637	161473
618	10654	161445
619	10671	161438
620	10687	161400
621	10704	161375
622	10721	161362
623	10739	161348
624	10755	161319
625	10773	161311
626	10790	161294
627	10809	161296
628	10827	161291
629	10845	161293
630	10863	161283
631	10881	161270
632	10898	161263
633	10916	161254
634	10934	161244
635	10952	161232
636	10969	161214
637	10987	161220
638	11005	161203
639	11023	161195
640	11040	161177
641	11058	161169
642	11075	161160
643	11092	161135
644	11109	161120
645	11127	161102
646	11144	161089
647	11162	161076
648	11180	161070
649	11197	161050
650	11214	161029
651	11231	161008
652	11246	160970
653	11265	160978
654	11282	160957
655	11298	160921
656	11315	160893
657	11331	160856
658	11346	160818
659	11363	160797
660	11379	160758
661	11395	160720
662	11412	160704
663	11430	160692
664	11447	160674
665	11464	160659
666	11482	160646
667	11499	160633
668	11515	160601
669	11532	160584
670	11551	160583
671	11568	160565
672	11586	160551
673	11603	160541
674	11621	160532
675	11639	160520
676	11656	160504
677	11674	160495
678	11692	160492
679	11710	160489
680	11727	160471
681	11743	160438
682	11760	160414
683	11777	160396
684	11794	160374
685	11811	160351
686	11827	160322
687	11845	160307
688	11862	160294
689	11878	160261
690	11897	160267
691	11915	160257
692	11934	160264
693	11953	160265
694	11969	160232
695	11986	160215
696	12003	160199
697	12019	160165
698	12037	160161
699	12055	160152
700	12073	160142
701	12091	160131
702	12107	160098
703	12123	160070
704	12141	160056
705	12158	160042
706	12175	160019
707	12193	160018
708	12210	159996
709	12227	159975
710	12244	159952
711	12262	159941
712	12279	159929
713	12297	159916
714	12315	159910
715	12331	159882
716	12348	159860
717	12365	159838
718	12383	159834
719	12400	159810
720	12417	159792
721	12434	159770
722	12450	159738
723	12466	159710
724	12482	159678
725	12500	159666
726	12517	159644
727	12535	159634
728	12551	159611
729	12568	159586
730	12584	159557
731	12599	159511
732	12617	159504
733	12635	159496
734	12652	159469
735	12666	159416
736	12682	159387
737	12699	159365
738	12716	159347
739	12734	159338
740	12751	159313
741	12768	159300
742	12785	159275
743	12802	159255
744	12821	159257
745	12838	159237
746	12854	159209
747	12871	159191
748	12888	159166
749	12905	159153
750	12923	159140
751	12940	159129
752	12958	159118
753	12976	159111
754	12994	159094
755	13011	159082
756	13029	159073
757	13048	159072
758	13064	159045
759	13081	159026
760	13099	159017
761	13115	158982
762	13132	158969
763	13150	158957
764	13167	158937
765	13185	158930
766	13201	158903
767	13219	158887
768	13236	158868
769	13254	158866
770	13270	158832
771	13287	158810
772	13304	158795
773	13321	158774
774	13337	158747
775	13355	158733
776	13372	158710
777	13388	158685
778	13406	158680
779	13425	158676
780	13442	158655
781	13459	158642
782	13476	158617
783	13492	158588
784	13510	158579
785	13527	158558
786	13544	158538
787	13560	158514
788	13579	158508
789	13596	158493
790	13613	158478
791	13630	158451
792	13647	158434
793	13664	158417
794	13682	158406
795	13700	158396
796	13717	158376
797	13733	158347
798	13749	158322
799	13767	158309
800	13783	158282
801	13802	158285
802	13820	158271
803	13837	158248
804	13853	158222
805	13869	158193
806	13886	158176
807	13903	158147
808	13920	158132
809	13937	158108
810	13954	158092
811	13972	158088
812	13989	158071
813	14007	158062
814	14024	158039
815	14042	158028
816	14059	158014
817	14077	157997
818	14094	157979
819	14112	157970
820	14129	157955
821	14146	157931
822	14163	157910
823	14180	157896
824	14198	157883
825	14215	157866
826	14233	157857
827	14251	157855
828	14268	157832
829	14285	157815
830	14303	157801
831	14321	157793
832	14337	157768
833	14355	157750
834	14371	157723
835	14388	157707
836	14405	157686
837	14423	157673
838	14440	157659
839	14458	157651
840	14475	157632
841	14493	157621
842	14510	157601
843	14527	157584
844	14544	157561
845	14561	157547
846	14579	157535
847	14596	157518
848	14613	157497
849	14631	157482
850	14648	157467
851	14665	157451
852	14683	157439
853	14701	157428
854	14719	157420
855	14736	157400
856	14753	157381
857	14771	157369
858	14788	157352
859	14807	157350
860	14823	157324
861	14840	157310
862	14858	157293
863	14874	157262
864	14891	157243
865	14909	157233
866	14926	157221
867	14943	157196
868	14960	157180
869	14977	157164
870	14994	157137
871	15009	157102
872	15027	157088
873	15044	157073
874	15062	157065
875	15078	157033
876	15094	157005
877	15112	156989
878	15129	156973
879	15148	156973
880	15166	156965
881	15183	156944
882	15200	156923
883	15216	156902
884	15233	156881
885	15251	156872
886	15269	156856
887	15286	156845
888	15303	156818
889	15319	156795
890	15337	156784
891	15355	156770
892	15372	156752
893	15388	156725
894	15404	156700
895	15422	156690
896	15441	156692
897	15458	156670
898	15476	156654
899	15493	156643
900	15511	156629
901	15528	156610
902	15546	156601
903	15564	156591
904	15581	156576
905	15599	156562
906	15615	156534
907	15632	156516
908	15649	156493
909	15667	156480
910	15683	156455
911	15700	156433
912	15718	156426
913	15735	156407
914	15753	156401
915	15770	156381
916	15787	156360
917	15804	156336
918	15820	156316
919	15839	156311
920	15856	156288
921	15873	156272
922	15890	156250
923	15907	156239
924	15925	156223
925	15942	156207
926	15960	156192
927	15976	156168
928	15993	156150
929	16011	156133
930	16028	156121
931	16046	156111
932	16064	156100
933	16082	156093
