iter	Logloss
0	0.650482162
1	0.6171757361
2	0.5898613969
3	0.5672730879
4	0.5498396072
5	0.5356833851
6	0.5240840607
7	0.5150828506
8	0.5075604576
9	0.5015360887
10	0.4959437454
11	0.4906672216
12	0.486124478
13	0.4828543874
14	0.4798985331
15	0.4771808909
16	0.4747876248
17	0.4728059317
18	0.471014582
19	0.4695402938
20	0.4680036383
21	0.4667110731
22	0.4651494175
23	0.4639685489
24	0.4630282388
25	0.4620565035
26	0.4611877965
27	0.4603336765
28	0.4593060317
29	0.4586907998
30	0.4578386333
31	0.4573157152
32	0.4567480721
33	0.4560769488
34	0.4553466663
35	0.4547530182
36	0.4541268159
37	0.4536289449
38	0.4532247132
39	0.4527626682
40	0.4522918773
41	0.4518779006
42	0.4514206854
43	0.4509612878
44	0.4504265912
45	0.4500377925
46	0.4495417786
47	0.4490255798
48	0.448549038
49	0.4481127028
50	0.4477678828
51	0.4474357659
52	0.447080176
53	0.446748282
54	0.4462899351
55	0.4459589762
56	0.4455369811
57	0.4452189645
58	0.4449517853
59	0.4446838708
60	0.4443735621
61	0.4440715147
62	0.4437927102
63	0.4435397615
64	0.4432103252
65	0.4429298219
66	0.4426431311
67	0.4423957638
68	0.4421625185
69	0.4419116459
70	0.4416817765
71	0.4414190309
72	0.4411137709
73	0.4408978019
74	0.4406770463
75	0.4403941119
76	0.440090026
77	0.4398448892
78	0.4396323135
79	0.4394162436
80	0.4392218184
81	0.4389824706
82	0.4387489895
83	0.4385384137
84	0.4383323583
85	0.4381055513
86	0.4378604204
87	0.4376843492
88	0.4374915671
89	0.4372382324
90	0.4370062914
91	0.4368211465
92	0.4365691398
93	0.4363567823
94	0.4360506177
95	0.4358624868
96	0.4356420144
97	0.4354649327
98	0.4352501158
99	0.4350124612
100	0.4348434615
101	0.4346470505
102	0.434407899
103	0.4342250273
104	0.4340027352
105	0.433835583
106	0.4336650664
107	0.4333963373
108	0.4332454719
109	0.4330874854
110	0.4328140182
111	0.4326117183
112	0.432406351
113	0.4322835859
114	0.4320853611
115	0.4319417011
116	0.431780707
117	0.4316755677
118	0.4314830264
119	0.4312777025
120	0.4311092888
121	0.4309321387
122	0.4307650243
123	0.4306218411
124	0.4304688919
125	0.4302953041
126	0.430114049
127	0.4299247431
128	0.4297346609
129	0.4296024983
130	0.4294673258
131	0.4292725232
132	0.4290000556
133	0.4287777686
134	0.4286472131
135	0.428514909
136	0.4283398379
137	0.4280775646
138	0.4279020778
139	0.4276982054
140	0.427535708
141	0.4273474637
142	0.4271849732
143	0.426972937
144	0.4268176359
145	0.4266139671
146	0.4263996859
147	0.4261872188
148	0.4260126639
149	0.4257962226
150	0.4255968478
151	0.4254718949
152	0.4253184117
153	0.4250354897
154	0.4248427434
155	0.4246507167
156	0.4243988227
157	0.424198304
158	0.4240800753
159	0.4238551398
160	0.4236465777
161	0.4235022484
162	0.4233586715
163	0.4231591541
164	0.4229623244
165	0.4227100831
166	0.422530332
167	0.4223790837
168	0.4222405522
169	0.4220209154
170	0.4217860139
171	0.421668577
172	0.4214661431
173	0.4212156443
174	0.420962363
175	0.4207670906
176	0.4205690017
177	0.4203649078
178	0.4201332433
179	0.4199184913
180	0.4197226864
181	0.4195323465
182	0.4193593687
183	0.4191236925
184	0.4189571274
185	0.4187803542
186	0.4185987986
187	0.4183660376
188	0.4181287921
189	0.4179538638
190	0.4177598159
191	0.4175588477
192	0.4174159753
193	0.4172872706
194	0.4171435326
195	0.4169620422
196	0.4167738693
197	0.4166365723
198	0.4165181857
199	0.4163387082
200	0.4161979691
201	0.4159774868
202	0.415872839
203	0.4157190495
204	0.4155383577
205	0.415364682
206	0.4151851057
207	0.4149840568
208	0.4147481987
209	0.4145895618
210	0.4143736222
211	0.4141504317
212	0.4139401254
213	0.4137465146
214	0.4135616299
215	0.4133745572
216	0.4132096339
217	0.4130244981
218	0.4128232202
219	0.4126146894
220	0.4124276811
221	0.4122926559
222	0.412069861
223	0.4119089017
224	0.411744256
225	0.4115588149
226	0.4113875446
227	0.4112022576
228	0.4110307302
229	0.4108549576
230	0.410688608
231	0.4105170288
232	0.4103378119
233	0.4102255622
234	0.4100659407
235	0.4098996542
236	0.4097086322
237	0.4095191641
238	0.4094257587
239	0.4092650393
240	0.4091057195
241	0.408892912
242	0.4086805347
243	0.4084943647
244	0.4083625965
245	0.4081777332
246	0.4079766736
247	0.4078504467
248	0.4076621839
249	0.4074729861
250	0.4072847679
251	0.4071391593
252	0.406971951
253	0.406843577
254	0.4066735799
255	0.4064961679
256	0.4063352126
257	0.4061605647
258	0.4060271134
259	0.4057806846
260	0.4055798325
261	0.4054007122
262	0.4052582504
263	0.4050865019
264	0.4049165119
265	0.4047546707
266	0.404534576
267	0.4043504193
268	0.404222397
269	0.4040624076
270	0.4038773994
271	0.4037249691
272	0.4035553056
273	0.4033650726
274	0.4032308305
275	0.4030340694
276	0.4029036042
277	0.4027094814
278	0.4025323246
279	0.4023598363
280	0.4021956773
281	0.4020138239
282	0.4018965362
283	0.401675661
