iter	Logloss
432	0.4161697715
433	0.4161294599
434	0.4160509155
435	0.41598179
436	0.4159243222
437	0.4158573001
438	0.4157855048
439	0.4157119338
440	0.4156373073
441	0.4155648975
442	0.4154954195
443	0.4154450171
444	0.4153876494
445	0.4153233894
446	0.4152625561
447	0.4151947796
448	0.4151229631
449	0.4150615467
450	0.4149949055
451	0.4149272356
452	0.4148687868
453	0.4148014173
454	0.4147287062
455	0.414661967
456	0.4145849671
457	0.4145204251
458	0.4144738404
459	0.414425045
460	0.4143817704
461	0.4143796261
462	0.4143053977
463	0.4142299313
464	0.4141574415
465	0.4140895181
466	0.4140197167
467	0.4139700377
468	0.4139024423
469	0.4138371214
470	0.4137748991
471	0.4137220387
472	0.4136539195
473	0.413585495
474	0.4135323284
475	0.4134699227
476	0.4134048972
477	0.4133295515
478	0.4132679486
479	0.413216286
480	0.4131535517
481	0.4130948666
482	0.4130433209
483	0.4129798625
484	0.4129146811
485	0.4128261484
486	0.4127524419
487	0.4126951913
488	0.4126151179
489	0.4125735388
490	0.4125134437
491	0.4124485851
492	0.4123996421
493	0.4123543313
494	0.4123037476
495	0.4122394733
496	0.4121835205
497	0.4121128344
498	0.4120479761
499	0.4119766265
500	0.4119026018
501	0.4118440534
502	0.4117741998
503	0.411712874
504	0.4116420057
505	0.4115824706
506	0.4115191078
507	0.4114615505
508	0.4114105834
509	0.4113725984
510	0.4113118237
511	0.4112560804
512	0.4111877295
513	0.4111049317
514	0.411049258
515	0.4110010649
516	0.4109328136
517	0.4108895697
518	0.4108259575
519	0.4107819878
520	0.4107417725
521	0.4106790514
522	0.4106293765
523	0.4105634811
524	0.410528172
525	0.4104596685
526	0.4104153974
527	0.4103527547
528	0.4103149645
529	0.4102429454
530	0.4101961113
531	0.4101318771
532	0.4100818043
533	0.4100090555
534	0.4099462441
535	0.4098786047
536	0.4098001747
537	0.4097298856
538	0.4096765657
539	0.4096213393
540	0.4095487399
541	0.4095068335
542	0.4094457361
543	0.4093862553
544	0.4093316452
545	0.4092796184
546	0.4092189384
547	0.4091887181
548	0.4091371785
549	0.4090677011
550	0.4090092856
551	0.4089499721
552	0.4088896118
553	0.4088187452
554	0.4087592925
555	0.4086928377
556	0.4086232022
557	0.4085499689
558	0.4084905902
559	0.4084355747
560	0.408400003
561	0.4083235599
562	0.4082827132
563	0.408216033
564	0.4081587335
565	0.4081032813
566	0.4080528843
567	0.4079804089
568	0.4079307416
569	0.4078577745
570	0.4077989578
571	0.4077513447
572	0.4077022345
573	0.4076366923
574	0.4075932304
575	0.4075479379
576	0.4074852835
577	0.4074444392
578	0.4074003995
579	0.407348748
580	0.4072879748
581	0.4072123133
582	0.4071453468
583	0.407093713
584	0.4070449728
585	0.4070095445
586	0.406969423
587	0.4069016676
588	0.4068452304
589	0.4067855465
590	0.4067229841
591	0.4066726055
592	0.4066345779
593	0.4065763985
594	0.4065141566
595	0.4064720969
596	0.4064621007
597	0.4063993128
598	0.4063584838
599	0.4063023346
600	0.4062453155
601	0.4061747491
602	0.4061025218
603	0.4060643501
604	0.4060106488
605	0.4059435629
606	0.405883556
607	0.4058269909
608	0.4057787288
609	0.4057199617
610	0.4056838291
611	0.4056464229
612	0.4055736437
613	0.4055152792
614	0.4054598294
615	0.4054059952
616	0.4053477317
617	0.4052849367
618	0.4052235842
619	0.4051702586
620	0.4051146213
621	0.4050512568
622	0.4049976385
623	0.4049409074
624	0.4049126524
625	0.4048596396
626	0.4047917667
627	0.404751805
628	0.4046923352
629	0.4046257557
630	0.4045519919
631	0.4044894251
632	0.4044872638
633	0.4044273296
634	0.4043685395
635	0.4043114069
636	0.4042402155
637	0.4041871648
638	0.4041230016
639	0.4040737782
640	0.4040273332
641	0.403966632
642	0.4039026848
643	0.4038571119
644	0.4038169556
645	0.4037550492
646	0.4037000846
647	0.4036597615
648	0.4035963425
649	0.4035426213
650	0.4034963143
651	0.4034363846
652	0.403371933
653	0.4033084988
654	0.4032389481
655	0.4031980009
656	0.403142319
657	0.4031096561
658	0.4030613887
659	0.4030058201
660	0.4029393363
661	0.4029082411
662	0.4028529606
663	0.4027949451
664	0.4027400259
665	0.4027099132
666	0.4026607395
667	0.4026190851
668	0.402570187
669	0.4025081336
670	0.4024605089
671	0.4024136403
672	0.4023442621
673	0.4022861385
674	0.402236409
675	0.4021746002
676	0.4021165895
677	0.4020862538
678	0.4020200692
679	0.4019776846
680	0.4019166204
681	0.4018584108
682	0.4018116988
683	0.4017539042
684	0.4016886076
685	0.4016502871
686	0.4016108392
687	0.4015561696
688	0.4014928007
689	0.4014326303
690	0.4014017459
691	0.4013437324
692	0.4012859486
693	0.4012415151
694	0.4011757293
695	0.4011437846
696	0.401084033
697	0.4010126813
698	0.4009641184
699	0.4009212995
700	0.4008748932
701	0.4008155668
702	0.400760749
703	0.4006965162
704	0.4006402782
705	0.4005915691
706	0.4005347956
707	0.4004720825
708	0.4004245585
709	0.4003692909
710	0.4003020728
711	0.4002716405
712	0.4002080568
713	0.4001708928
714	0.4001175546
715	0.400057364
716	0.4000167507
717	0.3999635569
718	0.3999087393
719	0.3998988674
720	0.3998372918
721	0.399779223
722	0.399726119
723	0.3996694458
724	0.3996170768
725	0.3995494406
726	0.3994903176
727	0.3994353065
728	0.3993784152
729	0.3993114838
730	0.3992550815
731	0.3991869016
732	0.3991466201
733	0.3990833466
734	0.3990474755
735	0.3990112089
736	0.3989458476
737	0.3989026216
738	0.3988402642
739	0.3987757467
740	0.3987333697
741	0.3986712327
742	0.3986314292
743	0.3985774327
744	0.39852587
745	0.398467637
746	0.3984240378
747	0.3983597626
748	0.3983158884
749	0.3982545783
750	0.3981856152
751	0.3981534558
752	0.3981108271
753	0.3980496451
754	0.3980004955
755	0.3979544888
756	0.3979182174
757	0.3978554035
758	0.3977958454
759	0.3977478615
760	0.3977132464
761	0.3976533804
762	0.3975964014
763	0.3975515632
764	0.3975027097
765	0.3974571952
766	0.3974031417
767	0.3973484351
768	0.3973024133
769	0.39724706
770	0.3972003801
771	0.3971493383
772	0.3970876788
773	0.3970393959
774	0.3969810062
775	0.3969283937
776	0.3968717736
777	0.3968597178
778	0.3968061023
779	0.3967611554
780	0.3967050022
781	0.3966497215
782	0.3965939882
783	0.396563101
784	0.3965176079
785	0.3964679589
786	0.3964098142
787	0.3963580654
788	0.3963196045
789	0.3962789679
790	0.3962456517
791	0.396242668
792	0.3962030643
793	0.3961551358
794	0.3961130157
795	0.3960648966
796	0.3960112405
797	0.3959523703
798	0.395898247
799	0.3958336545
800	0.3957631771
801	0.3957292822
802	0.3956663379
803	0.395599838
804	0.3955385086
805	0.3954834624
806	0.3954401
807	0.3953801242
808	0.3953220092
809	0.3953202866
810	0.3952918598
811	0.3952427068
812	0.3951790904
813	0.3951260137
814	0.3950913988
815	0.395034892
816	0.3949776775
817	0.3949189056
818	0.3948626268
819	0.3948185019
820	0.3947766117
821	0.3947081083
822	0.3946597338
823	0.3945998894
824	0.3945487282
825	0.3945160971
826	0.3944663025
827	0.3944308502
828	0.3943842674
829	0.3943237459
830	0.3942716498
831	0.3942192123
832	0.3941753814
833	0.3941181608
834	0.3940577966
835	0.3940037761
836	0.3939642961
837	0.393921704
838	0.393870089
839	0.3938216767
840	0.3937695687
841	0.3937145102
842	0.3936490498
843	0.3935893502
844	0.3935425299
845	0.3934869398
846	0.393450597
847	0.3934071918
848	0.3933419
849	0.3932946271
850	0.3932408419
851	0.3931859899
852	0.3931474638
853	0.3930839852
854	0.393021825
855	0.3929576215
856	0.3929298874
857	0.3928850481
858	0.3928369739
859	0.3928037148
860	0.3927477975
861	0.3926798824
862	0.3926194382
863	0.3925613447
864	0.3925194971
865	0.3924664405
866	0.392422425
867	0.3923733105
868	0.3923258958
869	0.3922753437
870	0.3922274021
871	0.392171707
872	0.3921194932
873	0.392079242
874	0.3920226188
875	0.3919563572
876	0.3919112746
877	0.3918590676
878	0.3917929382
879	0.3917520299
880	0.3916966912
881	0.3916642173
882	0.3916149343
883	0.3915761772
884	0.391512769
885	0.3914400277
886	0.391396646
887	0.391345916
888	0.3912940342
889	0.3912577562
890	0.3912129048
891	0.3911668432
892	0.3911190748
893	0.3910650555
894	0.3910249774
895	0.3909742586
896	0.390966928
897	0.390937428
898	0.3908917288
899	0.3908334463
900	0.3907957367
901	0.3907532314
902	0.3907195221
903	0.39066063
904	0.3905951579
905	0.3905934149
906	0.3905405473
907	0.3904779941
908	0.3904304169
909	0.3903640997
910	0.3903089907
911	0.3902542514
912	0.3902203817
913	0.3901736727
914	0.3901389083
915	0.3900736836
916	0.3900255112
917	0.3899660152
918	0.3899245922
919	0.3898752423
920	0.3898271964
921	0.3897898424
922	0.3897349475
923	0.3896752318
924	0.3896371734
925	0.3895873831
926	0.3895290127
927	0.3894703257
928	0.3894141508
929	0.3893548654
930	0.3892942433
931	0.3892337132
932	0.389190612
933	0.389147221
934	0.3891007531
935	0.3890552576
936	0.3889944383
937	0.3889525375
938	0.3889229515
939	0.388876795
940	0.3888137773
941	0.3887672155
942	0.3887098943
943	0.3886669137
944	0.3886088485
945	0.3885682603
946	0.3885058033
947	0.388447812
948	0.3884058048
949	0.3883513141
950	0.3883023587
951	0.3882508566
952	0.3881948436
953	0.3881390369
954	0.3881040488
955	0.3880552309
956	0.3880010977
957	0.3879463649
958	0.3879012149
959	0.3878433532
960	0.3877843869
961	0.3877208522
962	0.3876637379
963	0.3876205504
964	0.3875638839
965	0.387506409
966	0.3874757699
967	0.3874334284
968	0.3873807407
969	0.3873562958
970	0.3873095473
971	0.3872477384
972	0.3872107319
973	0.3871765985
974	0.3871165557
975	0.3870568205
976	0.3870344219
977	0.3869966848
978	0.386939192
979	0.3868883468
980	0.3868314491
981	0.3867738563
982	0.3867234671
983	0.386691009
984	0.386647041
985	0.3866013066
986	0.3866001738
987	0.3865663981
988	0.3865150559
989	0.3864685483
990	0.3864153312
991	0.3863583747
992	0.3863097579
993	0.3862676414
994	0.3862100726
995	0.3861629545
996	0.3861052653
997	0.3860593887
998	0.3860133229
999	0.3859729494
